year,title,link,abstract
2020,ontology reasoning with deep neural networks,https://www.jair.org/index.php/jair/article/view/11661,"the ability to conduct logical reasoning is a fundamental aspect of intelligent human behavior, and thus an important problem along the way to human-level artificial intelligence. traditionally, logic-based symbolic methods from the field of knowledge representation and reasoning have been used to equip agents with capabilities that resemble human logical reasoning qualities. more recently, however, there has been an increasing interest in using machine learning rather than logic-based symbolic formalisms to tackle these tasks. in this paper, we employ state-of-the-art methods for training deep neural networks to devise a novel model that is able to learn how to effectively perform logical reasoning in the form of basic ontology reasoning. this is an important and at the same time very natural logical reasoning task, which is why the presented approach is applicable to a plethora of important real-world problems. we present the outcomes of several experiments, which show that our model is able to learn to perform highly accurate ontology reasoning on very large, diverse, and challenging benchmarks. furthermore, it turned out that the suggested approach suffers much less from different obstacles that prohibit logic-based symbolic reasoning, and, at the same time, is surprisingly plausible from a biological point of view."
2020,simulating offender mobility: modeling activity nodes from large-scale human activity data,https://www.jair.org/index.php/jair/article/view/11831,"in recent years, simulation techniques have been applied to investigate the spatiotemporal dynamics of crime. researchers have instantiated mobile offenders in agent-based simulations for theory testing, experimenting with crime prevention strategies, and exploring crime prediction techniques, despite facing challenges due to the complex dynamics of crime and the lack of detailed information about offender mobility. this paper presents a simulation model to explore offender mobility, focusing on the interplay between the agent's awareness space and activity nodes. the simulation generates patterns of individual mobility aiming to cumulatively match crime patterns. to instantiate a realistic urban environment, we use open data to simulate the urban structure, location-based social networks data to represent activity nodes as a proxy for human activity, and taxi trip data as a proxy for human movement between regions of the city. we analyze and systematically compare 35 different mobility strategies and demonstrate the benefits of using large-scale human activity data to simulate offender mobility. the strategies combining taxi trip data or historic crime data with popular activity nodes perform best compared to other strategies, especially for robbery. our approach provides a basis for building agent-based crime simulations that infer offender mobility in urban areas from real-world data."
2020,scalable planning with deep neural network learned transition models,https://www.jair.org/index.php/jair/article/view/11829,"in many complex planning problems with factored, continuous state and action spaces such as reservoir control, heating ventilation and air conditioning (hvac), and navigation domains, it is difficult to obtain a model of the complex nonlinear dynamics that govern state evolution. however, the ubiquity of modern sensors allows us to collect large quantities of data from each of these complex systems and build accurate, nonlinear deep neural network models of their state transitions. but there remains one major problem for the task of control - how can we plan with deep network learned transition models without resorting to monte carlo tree search and other black-box transition model techniques that ignore model structure and do not easily extend to continuous domains? in this paper, we introduce two types of planning methods that can leverage deep neural network learned transition models: hybrid deep milp planner (hd-milp-plan) and tensorflow planner (tf-plan). in hd-milp-plan, we make the critical observation that the rectified linear unit (relu) transfer function for deep networks not only allows faster convergence of model learning, but also permits a direct compilation of the deep network transition model to a mixed-integer linear program (milp) encoding. further, we identify deep network specific optimizations for hd-milp-plan that improve performance over a base encoding and show that we can plan optimally with respect to the learned deep networks. in tf-plan, we take advantage of the efficiency of auto-differentiation tools and gpu-based computation where we encode a subclass of purely continuous planning problems as recurrent neural networks and directly optimize the actions through backpropagation. we compare both planners and show that tf-plan is able to approximate the optimal plans found by hd-milp-plan in less computation time. hence this article offers two novel planners for continuous state and action domains with learned deep neural net transition models: one optimal method (hd-milp-plan) and a scalable alternative for large-scale problems (tf-plan)."
2020,a general approach to multimodal document quality assessment,https://www.jair.org/index.php/jair/article/view/11647,"the perceived quality of a document is affected by various factors, including grammat- icality, readability, stylistics, and expertise depth, making the task of document quality assessment a complex one. in this paper, we explore this task in the context of assessing the quality of wikipedia articles and academic papers. observing that the visual rendering of a document can capture implicit quality indicators that are not present in the document text -- such as images, font choices, and visual layout -- we propose a joint model that combines the text content with a visual rendering of the document for document qual- ity assessment. our joint model achieves state-of-the-art results over five datasets in two domains (wikipedia and academic papers), which demonstrates the complementarity of textual and visual features, and the general applicability of our model. to examine what kinds of features our model has learned, we further train our model in a multi-task learning setting, where document quality assessment is the primary task and feature learning is an auxiliary task. experimental results show that visual embeddings are better at learning structural features while textual embeddings are better at learning readability scores, which further verifies the complementarity of visual and textual features."
2020,the effects of experience on deception in human-agent negotiation,https://www.jair.org/index.php/jair/article/view/11924,"negotiation is the complex social process by which multiple parties come to mutual agreement over a series of issues. as such, it has proven to be a key challenge problem for designing adequately social ais that can effectively navigate this space. artificial ai agents that are capable of negotiating must be capable of realizing policies and strategies that govern offer acceptances, offer generation, preference elicitation, and more. but the next generation of agents must also adapt to reflect their users' experiences.
the best human negotiators tend to have honed their craft through hours of practice and experience. but, not all negotiators agree on which strategic tactics to use, and endorsement of deceptive tactics in particular is a controversial topic for many negotiators. we examine the ways in which deceptive tactics are used and endorsed in non-repeated human negotiation and show that prior experience plays a key role in governing what tactics are seen as acceptable or useful in negotiation. previous work has indicated that people that negotiate through artificial agent representatives may be more inclined to fairness than those people that negotiate directly. we present a series of three user studies that challenge this initial assumption and expand on this picture by examining the role of past experience.
this work constructs a new scale for measuring endorsement of manipulative negotiation tactics and introduces its use to artificial intelligence research. it continues by presenting the results of a series of three studies that examine how negotiating experience can change what negotiation tactics and strategies human endorse. study #1 looks at human endorsement of deceptive techniques based on prior negotiating experience as well as representative effects. study #2 further characterizes the negativity of prior experience in relation to endorsement of deceptive techniques. finally, in study #3, we show that the lessons learned from the empirical observations in study #1 and #2 can in fact be induced--by designing agents that provide a specific type of negative experience, human endorsement of deception can be predictably manipulated."
2020,image captioning using facial expression and attention,https://www.jair.org/index.php/jair/article/view/12025,"benefiting from advances in machine vision and natural language processing techniques, current image captioning systems are able to generate detailed visual descriptions. for the most part, these descriptions represent an objective characterisation of the image, although some models do incorporate subjective aspects related to the observer's view of the image, such as sentiment; current models, however, usually do not consider the emotional content of images during the caption generation process. this paper addresses this issue by proposing novel image captioning models which use facial expression features to generate image captions. the models generate image captions using long short-term memory networks applying facial features in addition to other visual features at different time steps. we compare a comprehensive collection of image captioning models with and without facial features using all standard evaluation metrics. the evaluation metrics indicate that applying facial features with an attention mechanism achieves the best performance, showing more expressive and more correlated image captions, on an image caption dataset extracted from the standard flickr 30k dataset, consisting of around 11k images containing faces. an analysis of the generated captions finds that, perhaps unexpectedly, the improvement in caption quality appears to come not from the addition of adjectives linked to emotional aspects of the images, but from more variety in the actions described in the captions."
2020,subgoaling techniques for satisficing and optimal numeric planning,https://www.jair.org/index.php/jair/article/view/11875,"this paper studies novel subgoaling relaxations for automated planning with propositional and numeric state variables. subgoaling relaxations address one source of complexity of the planning problem: the requirement to satisfy conditions simultaneously. the core idea is to relax this requirement by recursively decomposing conditions into atomic subgoals that are considered in isolation. such relaxations are typically used for pruning, or as the basis for computing admissible or inadmissible heuristic estimates to guide optimal or satisificing heuristic search planners. in the last decade or so, the subgoaling principle has underpinned the design of an abundance of relaxation-based heuristics whose formulations have greatly extended the reach of classical planning. this paper extends subgoaling relaxations to support numeric state variables and numeric conditions. we provide both theoretical and practical results, with the aim of reaching a good trade-off between accuracy and computation costs within a heuristic state-space search planner. our experimental results validate the theoretical assumptions, and indicate that subgoaling substantially improves on the state of the art in optimal and satisficing numeric planning via forward state-space search."
2020,how to do things with words: a bayesian approach,https://www.jair.org/index.php/jair/article/view/11951,"communication changes the beliefs of the listener and of the speaker. the value of a communicative act stems from the valuable belief states which result from this act. to model this we build on the interactive pomdp (ipomdp) framework, which extends pomdps to allow agents to model others in multi-agent settings, and we include communication that can take place between the agents to formulate communicative ipomdps (cipomdps). we treat communication as a type of action and therefore, decisions regarding communicative acts are based on decision-theoretic planning using the bellman optimality principle and value iteration, just as they are for all other rational actions. as in any form of planning, the results of actions need to be precisely specified. we use the bayes' theorem to derive how agents update their beliefs in cipomdps; updates are due to agents' actions, observations, messages they send to other agents, and messages they receive from others. the bayesian decision-theoretic approach frees us from the commonly made assumption of cooperative discourse - we consider agents which are free to be dishonest while communicating and are guided only by their selfish rationality. we use a simple tiger game to illustrate the belief update, and to show that the ability to rationally communicate allows agents to improve efficiency of their interactions."
2020,gradient-based learning methods extended to smooth manifolds applied to automated clustering,https://www.jair.org/index.php/jair/article/view/12192,"grassmann manifold based sparse spectral clustering is a classification technique that consists in learning a latent representation of data, formed by a subspace basis, which is sparse. in order to learn a latent representation, spectral clustering is formulated in terms of a loss minimization problem over a smooth manifold known as grassmannian. such minimization problem cannot be tackled by one of traditional gradient-based learning algorithms, which are only suitable to perform optimization in absence of constraints among parameters. it is, therefore, necessary to develop specific optimization/learning algorithms that are able to look for a local minimum of a loss function under smooth constraints in an efficient way. such need calls for manifold optimization methods. in this paper, we extend classical gradient-based learning algorithms on at parameter spaces (from classical gradient descent to adaptive momentum) to curved spaces (smooth manifolds) by means of tools from manifold calculus. we compare clustering performances of these methods and known methods from the scientific literature. the obtained results confirm that the proposed learning algorithms prove lighter in computational complexity than existing ones without detriment in clustering efficacy."
2020,towards partial order reductions for strategic ability,https://www.jair.org/index.php/jair/article/view/11936,"we propose a general semantics for strategic abilities of agents in asynchronous systems, with and without perfect information. based on the semantics, we show some general complexity results for verification of strategic abilities in asynchronous interaction. more importantly, we develop a methodology for partial order reduction in verification of agents with imperfect information. we show that the reduction preserves an important subset of strategic properties, with as well as without the fairness assumption. we also demonstrate the effectiveness of the reduction on a number of benchmarks. interestingly, the reduction does not work for strategic abilities under perfect information."
2020,"best-first enumeration based on bounding conflicts, and its application to large-scale hybrid estimation",https://www.jair.org/index.php/jair/article/view/11892,"there is an increasing desire for autonomous systems to have high levels of robustness and safety, attained through continuously planning and self-repairing online. underlying this is the need to accurately estimate the system state and diagnose subtle failures. estimation methods based on hybrid discrete and continuous state models have emerged as a method of precisely computing these estimates. however, existing methods have difficulty scaling to systems with more than a handful of components. discrete, consistency based state estimation capabilities can scale to this level by combining best-first enumeration and conflict-directed search. while best-first methods have been developed for hybrid estimation, conflict-directed methods have thus far been elusive as conflicts learn inconsistencies from constraint violation, but probabilistic hybrid estimation is relatively unconstrained. in this paper we present an approach to hybrid estimation that unifies best-first enumeration and conflict-directed search through the concept of ""bounding"" conflicts, an extension of conflicts that represent tighter bounds on the cost of regions of the search space. this paper presents a general best-first enumeration algorithm based on bounding conflicts (a*bc) and a hybrid estimation method using this enumeration algorithm. experiments show that an a*bc powered state estimator produces estimates up to an order of magnitude faster than the current state of the art, particularly on large systems."
2020,the impact of treewidth on grounding and solving of answer set programs,https://www.jair.org/index.php/jair/article/view/11515,"in this paper, we aim to study how the performance of modern answer set programming (asp) solvers is influenced by the treewidth of the input program and to investigate the consequences of this relationship. we first perform an experimental evaluation that shows that the solving performance is heavily influenced by treewidth, given ground input programs that are otherwise uniform, both in size and construction. this observation leads to an important question for asp, namely, how to design encodings such that the treewidth of the resulting ground program remains small. to this end, we study two classes of disjunctive programs, namely guarded and connection-guarded programs. in order to investigate these classes, we formalize the grounding process using mso transductions. our main results show that both classes guarantee that the treewidth of the program after grounding only depends on the treewidth (and the maximum degree, in case of connection-guarded programs) of the input instance. in terms of parameterized complexity, our findings yield corresponding fpt results for answer-set existence for bounded treewidth (and also degree, for connection-guarded programs) of the input instance. we further show that bounding treewidth alone leads to np-hardness in the data complexity for connection-guarded programs, which indicates that the two classes are fundamentally different. finally, we show that for both classes, the data complexity remains as hard as in the general case of asp."
2020,the 2^k neighborhoods for grid path planning,https://www.jair.org/index.php/jair/article/view/11383,"grid path planning is an important problem in ai. its understanding has been key for the development of autonomous navigation systems. an interesting and rather surprising fact about the vast literature on this problem is that only a few neighborhoods have been used when evaluating these algorithms. indeed, only the 4- and 8-neighborhoods are usually considered, and rarely the 16-neighborhood. this paper describes three contributions that enable the construction of effective grid path planners for extended 2k-neighborhoods; that is, neighborhoods that admit 2k neighbors per state, where k is a parameter. first, we provide a simple recursive definition of the 2k-neighborhood in terms of the 2k-1-neighborhood. second, we derive distance functions, for any k >= 2, which allow us to propose admissible heuristics that are perfect for obstacle-free grids, which generalize the well-known manhattan and octile distances. third, we define the notion of canonical path for the 2k-neighborhood; this allows us to incorporate our neighborhoods into two versions of a*, namely canonical a* and jump point search (jps), whose performance, we show, scales well when increasing k. our empirical evaluation shows that, when increasing k, the cost of the solution found improves substantially. used with the 2k-neighborhood, canonical a* and jps, in many configurations, are also superior to the any-angle path planner theta* both in terms of solution quality and runtime. our planner is competitive with one implementation of the any-angle path planner, anya in some configurations. our main practical conclusion is that standard, well-understood grid path planning technology may provide an effective approach to any-angle grid path planning."
2020,regret bounds for reinforcement learning via markov chain concentration,https://www.jair.org/index.php/jair/article/view/11316,"we give a simple optimistic algorithm for which it is easy to derive regret bounds of o(sqrt{t-mix sat}) steps in uniformly ergodic markov decision processes with s states, a actions, and mixing time parameter t-mix. these bounds are the first regret bounds in the general, non-episodic setting with an optimal dependence on all given parameters. they could only be improved by using an alternative mixing time parameter."
2020,saturated cost partitioning for optimal classical planning,https://www.jair.org/index.php/jair/article/view/11673,"cost partitioning is a method for admissibly combining a set of admissible heuristic estimators by distributing operator costs among the heuristics. computing an optimal cost partitioning, i.e., the operator cost distribution that maximizes the heuristic value, is often prohibitively expensive to compute. saturated cost partitioning is an alternative that is much faster to compute and has been shown to yield high-quality heuristics. however, its greedy nature makes it highly susceptible to the order in which the heuristics are considered. we propose a greedy algorithm to generate orders and show how to use hill-climbing search to optimize a given order. combining both techniques leads to significantly better heuristic estimates than using the best random order that is generated in the same time. since there is often no single order that gives good guidance on the whole state space, we use the maximum of multiple orders as a heuristic that is significantly better informed than any single-order heuristic, especially when we actively search for a set of diverse orders."
2020,the force awakens: artificial intelligence for consumer law,https://www.jair.org/index.php/jair/article/view/11519,"recent years have been tainted by market practices that continuously expose us, as consumers, to new risks and threats. we have become accustomed, and sometimes even resigned, to businesses monitoring our activities, examining our data, and even meddling with our choices. artificial intelligence (ai) is often depicted as a weapon in the hands of businesses and blamed for allowing this to happen. in this paper, we envision a paradigm shift, where ai technologies are brought to the side of consumers and their organizations, with the aim of building an efficient and effective counter-power. ai-powered tools can support a massive-scale automated analysis of textual and audiovisual data, as well as code, for the benefit of consumers and their organizations. this in turn can lead to a better oversight of business activities, help consumers exercise their rights, and enable the civil society to mitigate information overload. we discuss the societal, political, and technological challenges that stand before that vision.
this article is part of the special track on ai and society."
2020,blind spot detection for safe sim-to-real transfer,https://www.jair.org/index.php/jair/article/view/11436,"agents trained in simulation may make errors when performing actions in the real world due to mismatches between training and execution environments. these mistakes can be dangerous and difficult for the agent to discover because the agent is unable to predict them a priori. in this work, we propose the use of oracle feedback to learn a predictive model of these blind spots in order to reduce costly errors in real-world applications. we focus on blind spots in reinforcement learning (rl) that occur due to incomplete state representation: when the agent lacks necessary features to represent the true state of the world, and thus cannot distinguish between numerous states. we formalize the problem of discovering blind spots in rl as a noisy supervised learning problem with class imbalance. our system learns models for predicting blind spots within unseen regions of the state space by combining techniques for label aggregation, calibration, and supervised learning. these models take into consideration noise emerging from different forms of oracle feedback, including demonstrations and corrections.
we evaluate our approach across two domains and demonstrate that it achieves higher predictive performance than baseline methods, and also that the learned model can be used to selectively query an oracle at execution time to prevent errors. we also empirically analyze the biases of various feedback types and how these biases influence the discovery of blind spots. further, we include analyses of our approach that incorporate relaxed initial optimality assumptions. (interestingly, relaxing the assumptions of an optimal oracle and an optimal simulator policy helped our models to perform better.) we also propose extensions to our method that are intended to improve performance when using corrections and demonstrations data."
2020,planning for hybrid systems via satisfiability modulo theories,https://www.jair.org/index.php/jair/article/view/11751,"planning for hybrid systems is important for dealing with real-world applications, and pddl+ supports this representation of domains with mixed discrete and continuous dynamics. in this paper we present a new approach for planning for hybrid systems, based on encoding the planning problem as a satisfiability modulo theories (smt) formula. this is the first smt encoding that can handle the whole set of pddl+ features (including processes and events), and is implemented in the planner smtplan. smtplan not only covers the full semantics of pddl+, but can also deal with non-linear polynomial continuous change without discretization. this allows it to generate plans with non-linear dynamics that are correct-by-construction. the encoding is based on the notion of happenings, and can be applied on domains with nonlinear continuous change. we describe the encoding in detail and provide in-depth examples. we apply this encoding in an iterative deepening planning algorithm. experimental results show that the approach dramatically outperforms existing work in finding plans for pddl+ problems. we also present experiments which explore the performance of the proposed approach on temporal planning problems, showing that the scalability of the approach is limited by the size of the discrete search space. we further extend the encoding to include planning with control parameters. the extended encoding allows the definition of actions to include infinite domain parameters, called control parameters. we present experiments on a set of problems with control parameters to demonstrate the positive effect they provide to the approach of planning via smt."
2020,tensorlog: a probabilistic database implemented using deep-learning infrastructure,https://www.jair.org/index.php/jair/article/view/11944,"we present an implementation of a probabilistic first-order logic called tensorlog, in which classes of logical queries are compiled into differentiable functions in a neural-network infrastructure such as tensorflow or theano. this leads to a close integration of probabilistic logical reasoning with deep-learning infrastructure: in particular, it enables high-performance deep learning frameworks to be used for tuning the parameters of a probabilistic logic. the integration with these frameworks enables use of gpu-based parallel processors for inference and learning, making tensorlog the first highly parallellizable probabilistic logic. experimental results show that tensorlog scales to problems involving hundreds of thousands of knowledge-base triples and tens of thousands of examples."
2020,jointly improving parsing and perception for natural language commands through human-robot dialog,https://www.jair.org/index.php/jair/article/view/11485,"in this work, we present methods for using human-robot dialog to improve language understanding for a mobile robot agent. the agent parses natural language to underlying semantic meanings and uses robotic sensors to create multi-modal models of perceptual concepts like red and heavy. the agent can be used for showing navigation routes, delivering objects to people, and relocating objects from one location to another. we use dialog clari_cation questions both to understand commands and to generate additional parsing training data. the agent employs opportunistic active learning to select questions about how words relate to objects, improving its understanding of perceptual concepts. we evaluated this agent on amazon mechanical turk. after training on data induced from conversations, the agent reduced the number of dialog questions it asked while receiving higher usability ratings. additionally, we demonstrated the agent on a robotic platform, where it learned new perceptual concepts on the y while completing a real-world task."
2020,adversarial attacks on crowdsourcing quality control,https://www.jair.org/index.php/jair/article/view/11332,"crowdsourcing is a popular methodology to collect manual labels at scale. such labels are often used to train ai models and, thus, quality control is a key aspect in the process. one of the most popular quality assurance mechanisms in paid micro-task crowdsourcing is based on gold questions: the use of a small set of tasks of which the requester knows the correct answer and, thus, is able to directly assess crowd work quality. in this paper, we show that such mechanism is prone to an attack carried out by a group of colluding crowd workers that is easy to implement and deploy: the inherent size limit of the gold set can be exploited by building an inferential system to detect which parts of the job are more likely to be gold questions. the described attack is robust to various forms of randomisation and programmatic generation of gold questions. we present the architecture of the proposed system, composed of a browser plug-in and an external server used to share information, and briefly introduce its potential evolution to a decentralised implementation. we implement and experimentally validate the gold detection system, using real-world data from a popular crowdsourcing platform. our experimental results show that crowdworkers using the proposed system spend more time on signalled gold questions but do not neglect the others thus achieving an increased overall work quality. finally, we discuss the economic and sociological implications of this kind of attack."
2020,graph width measures for cnf-encodings with auxiliary variables,https://www.jair.org/index.php/jair/article/view/11750,"we consider bounded width cnf-formulas where the width is measured by popular graph width measures on graphs associated to cnf-formulas. such restricted graph classes, in particular those of bounded treewidth, have been extensively studied for their uses in the design of algorithms for various computational problems on cnf-formulas. here we consider the expressivity of these formulas in the model of clausal encodings with auxiliary variables. we first show that bounding the width for many of the measures from the literature leads to a dramatic loss of expressivity, restricting the formulas to such of low communication complexity. we then show that the width of optimal encodings with respect to different measures is strongly linked: there are two classes of width measures, one containing primal treewidth and the other incidence cliquewidth, such that in each class the width of optimal encodings only differs by constant factors. moreover, between the two classes the width differs at most by a factor logarithmic in the number of variables. both these results are in stark contrast to the setting without auxiliary variables where all width measures we consider here differ by more than constant factors and in many cases even by linear factors."
2020,catching cheats: detecting strategic manipulation in distributed optimisation of electric vehicle aggregators,https://www.jair.org/index.php/jair/article/view/11573,"given the rapid rise of electric vehicles (evs) worldwide, and the ambitious targets set for the near future, the management of large ev fleets must be seen as a priority. specifically, we study a scenario where ev charging is managed through self-interested ev aggregators who compete in the day-ahead market in order to purchase the electricity needed to meet their clients' requirements. with the aim of reducing electricity costs and lowering the impact on electricity markets, a centralised bidding coordination framework has been proposed in the literature employing a coordinator. in order to improve privacy and limit the need for the coordinator, we propose a reformulation of the coordination framework as a decentralised algorithm, employing the alternating direction method of multipliers (admm). however, given the self-interested nature of the aggregators, they can deviate from the algorithm in order to reduce their energy costs. hence, we study the strategic manipulation of the admm algorithm and, in doing so, describe and analyse different possible attack vectors and propose a mathematical framework to quantify and detect manipulation. importantly, this detection framework is not limited to the considered ev scenario and can be applied to general admm algorithms. finally, we test the proposed decentralised coordination and manipulation detection algorithms in realistic scenarios using real market and driver data from spain. our empirical results show that the decentralised algorithm's convergence to the optimal solution can be effectively disrupted by manipulative attacks achieving convergence to a different non-optimal solution which benefits the attacker. with respect to the detection algorithm, results indicate that it achieves very high accuracies and significantly outperforms a naive benchmark."
2020,fair allocation with diminishing differences,https://www.jair.org/index.php/jair/article/view/11994,"ranking alternatives is a natural way for humans to explain their preferences. it is used in many settings, such as school choice, course allocations and residency matches. without having any information on the underlying cardinal utilities, arguing about the fairness of allocations requires extending the ordinal item ranking to ordinal bundle ranking. the most commonly used such extension is stochastic dominance (sd), where a bundle x is preferred over a bundle y if its score is better according to all additive score functions. sd is a very conservative extension, by which few allocations are necessarily fair while many allocations are possibly fair. we propose to make a natural assumption on the underlying cardinal utilities of the players, namely that the difference between two items at the top is larger than the difference between two items at the bottom. this assumption implies a preference extension which we call diminishing differences (dd), where x is preferred over y if its score is better according to all additive score functions satisfying the dd assumption. we give a full characterization of allocations that are necessarily-proportional or possibly-proportional according to this assumption. based on this characterization, we present a polynomial-time algorithm for finding a necessarily-dd-proportional allocation whenever it exists. using simulations, we compare the various fairness criteria in terms of their probability of existence, and their probability of being fair by the underlying cardinal valuations. we find that necessary-dd-proportionality fares well in both measures. we also consider envy-freeness and pareto optimality under diminishing-differences, as well as chore allocation under the analogous condition --- increasing-differences."
2020,a global constraint for the exact cover problem: application to conceptual clustering,https://www.jair.org/index.php/jair/article/view/11870,"we introduce the exactcover global constraint dedicated to the exact cover problem, the goal of which is to select subsets such that each element of a given set belongs to exactly one selected subset. this np-complete problem occurs in many applications, and we more particularly focus on a conceptual clustering application.
we introduce three propagation algorithms for exactcover, called basic, dl, and dl+: basic ensures the same level of consistency as arc consistency on a classical decomposition of exactcover into binary constraints, without using any specific data structure; dl ensures the same level of consistency as basic but uses dancing links to efficiently maintain the relation between elements and subsets; and dl+ is a stronger propagator which exploits an extra property to filter more values than dl.
we also consider the case where the number of selected subsets is constrained to be equal to a given integer variable k, and we show that this may be achieved either by combining exactcover with existing constraints, or by designing a specific propagator that integrates algorithms designed for the nvalues constraint.
these different propagators are experimentally evaluated on conceptual clustering problems, and they are compared with state-of-the-art declarative approaches. in particular, we show that our global constraint is competitive with recent ilp and cp models for mono-criterion problems, and it has better scale-up properties for multi-criteria problems."
2020,robust multi-agent path finding and executing,https://www.jair.org/index.php/jair/article/view/11734,"multi-agent path-finding (mapf) is the problem of finding a plan for moving a set of agents from their initial locations to their goals without collisions. following this plan, however, may not be possible due to unexpected events that delay some of the agents. in this work, we propose a holistic solution for mapf that is robust to such unexpected delays. first, we introduce the notion of a k-robust mapf plan, which is a plan that can be executed even if a limited number (k) of delays occur. we propose sufficient and required conditions for finding a k-robust plan, and show how to convert several mapf solvers to find such plans. then, we propose several robust execution policies. an execution policy is a policy for agents executing a mapf plan. an execution policy is robust if following it guarantees that the agents reach their goals even if they encounter unexpected delays. several classes of such robust execution policies are proposed and evaluated experimentally. finally, we present robust execution policies for cases where communication between the agents may also be delayed. we performed an extensive experimental evaluation in which we compared different algorithms for finding robust mapf plans, compared different ro- bust execution policies, and studied the interplay between having a robust plan and the performance when using a robust execution policy."
2020,agreement on target-bidirectional recurrent neural networks for sequence-to-sequence learning,https://www.jair.org/index.php/jair/article/view/12008,"recurrent neural networks are extremely appealing for sequence-to-sequence learning tasks. despite their great success, they typically suffer from a shortcoming: they are prone to generate unbalanced targets with good prefixes but bad suffixes, and thus performance suffers when dealing with long sequences. we propose a simple yet effective approach to overcome this shortcoming. our approach relies on the agreement between a pair of target-directional rnns, which generates more balanced targets. in addition, we develop two efficient approximate search methods for agreement that are empirically shown to be almost optimal in terms of either sequence level or non-sequence level metrics. extensive experiments were performed on three standard sequence-to-sequence transduction tasks: machine transliteration, grapheme-to-phoneme transformation and machine translation. the results show that the proposed approach achieves consistent and substantial improvements, compared to many state-of-the-art systems."
2020,solving delete free planning with relaxed decision diagram based heuristics,https://www.jair.org/index.php/jair/article/view/11659,"we investigate the use of relaxed decision diagrams (dds) for computing admissible heuristics for the cost-optimal delete-free planning (dfp) problem. our main contributions are the introduction of two novel dd encodings for a dfp task: a multivalued decision diagram that includes the sequencing aspect of the problem and a binary decision diagram representation of its sequential relaxation. we present construction algorithms for each dd that leverage these different perspectives of the dfp task and provide theoretical and empirical analyses of the associated heuristics. we further show that relaxed dds can be used beyond heuristic computation to extract delete-free plans, find action landmarks, and identify redundant actions. our empirical analysis shows that while dd-based heuristics trail the state of the art, even small relaxed dds are competitive with the linear programming heuristic for the dfp task, thus, revealing novel ways of designing admissible heuristics."
2020,a set of recommendations for assessing human-machine parity in language translation,https://www.jair.org/index.php/jair/article/view/11371,"the quality of machine translation has increased remarkably over the past years, to the degree that it was found to be indistinguishable from professional human translation in a number of empirical investigations. we reassess hassan et al.'s 2018 investigation into chinese to english news translation, showing that the finding of human-machine parity was owed to weaknesses in the evaluation design--which is currently considered best practice in the field. we show that the professional human translations contained significantly fewer errors, and that perceived quality in human evaluation depends on the choice of raters, the availability of linguistic context, and the creation of reference translations. our results call for revisiting current best practices to assess strong machine translation systems in general and human-machine parity in particular, for which we offer a set of recommendations based on our empirical findings."
2020,using task descriptions in lifelong machine learning for improved performance and zero-shot transfer,https://www.jair.org/index.php/jair/article/view/11304,"knowledge transfer between tasks can improve the performance of learned models, but requires an accurate estimate of inter-task relationships to identify the relevant knowledge to transfer. these inter-task relationships are typically estimated based on training data for each task, which is inefficient in lifelong learning settings where the goal is to learn each consecutive task rapidly from as little data as possible. to reduce this burden, we develop a lifelong learning method based on coupled dictionary learning that utilizes high-level task descriptions to model inter-task relationships. we show that using task descriptors improves the performance of the learned task policies, providing both theoretical justification for the benefit and empirical demonstration of the improvement across a variety of learning problems. given only the descriptor for a new task, the lifelong learner is also able to accurately predict a model for the new task through zero-shot learning using the coupled dictionary, eliminating the need to gather training data before addressing the task."
2020,hedonic games with ordinal preferences and thresholds,https://www.jair.org/index.php/jair/article/view/11531,"we propose a new representation setting for hedonic games, where each agent partitions the set of other agents into friends, enemies, and neutral agents, with friends and enemies being ranked. under the assumption that preferences are monotonic (respectively, antimonotonic) with respect to the addition of friends (respectively, enemies), we propose a bipolar extension of the responsive extension principle, and use this principle to derive the (partial) preferences of agents over coalitions. then, for a number of solution concepts, we characterize partitions that necessarily or possibly satisfy them, and we study the related problems in terms of their complexity."
